quote_number,item_id,workflow_status,part_number,revision,description,type,material,process,is_fully_configured,quantity,unit_price,total_price,total_price_with_add_ons,lead_time
7505,6903811,no_quote,152W6592-1004,-,"INTERCOSTAL ASSEMBLY, CASTER TRAY SUPPORT, SECTION 46.",manufactured,,,False,1,0.00,0.00,0.00,0
7505,6903812,no_quote,152W6592-1002,-,"INTERCOSTAL DETAIL, CASTER TRAY SUPPORT, SECTION 46",manufactured,,,False,1,0.00,0.00,0.00,0
7505,6903820,no_quote,284W1040-23,C,STANCHION BRACKET - ASSY,manufactured,,,False,1,0.00,0.00,0.00,0
7505,6903821,no_quote,284W1040-22,C,STANCHION BRACKET - DETAIL,manufactured,,,False,1,0.00,0.00,0.00,0
7505,6903822,no_quote,MY005H,,"ALUMINUM ALLOY, BARE SHEET",manufactured,,,False,1,0.00,0.00,0.00,0
7505,6903823,no_quote,BACN10JN3CD,,NUTPLATE,manufactured,,,False,2,0.00,0.00,0.00,0
7505,6903824,no_quote,284W1618-101,A,DRIPSHIELD - ASSY,manufactured,,,False,1,0.00,0.00,0.00,0
7505,6903825,no_quote,284W1618-102,-,DRIPSHIELD - DETAIL,manufactured,,,False,1,0.00,0.00,0.00,0
7505,6903827,no_quote,BACN10JY3CD,,"NUTPLATE, SELF-LOCK",manufactured,,,False,4,0.00,0.00,0.00,0
7505,6903828,no_quote,284W6029-181,G,SUPPORT BRACKET ASSY - ADB,manufactured,,,False,1,0.00,0.00,0.00,0
7505,6903829,no_quote,284W6029-158,G,DRIP SHIELD - ADB,manufactured,,,False,1,0.00,0.00,0.00,0
7505,6903831,no_quote,284W6029-179,G,SUPPORT BRACKET ASSY - ADB,manufactured,,,False,1,0.00,0.00,0.00,0
7505,6903832,no_quote,284W6029-180,G,SUPPORT BRACKET DETAIL - ADB,manufactured,,,False,1,0.00,0.00,0.00,0
7505,6903833,no_quote,MN320H238,J,"ALUMINUM ALLOY, PLATE",manufactured,,,False,1,0.00,0.00,0.00,0
7505,6903834,no_quote,BACG20Z-C000622,,GROMMET,manufactured,,,False,2,0.00,0.00,0.00,0
7505,6903835,no_quote,BACN10JA3CD,,NUTPLATE,manufactured,,,False,4,0.00,0.00,0.00,0
7505,6903836,no_quote,BACN11G3A1CD,,"NUTPLATE, SELF-LOCK",manufactured,,,False,6,0.00,0.00,0.00,0
7505,6903837,no_quote,284W6029-186,G,MCU SUPPORT BRACKET ASSY,manufactured,,,False,1,0.00,0.00,0.00,0
7505,6903838,no_quote,284W6029-187,G,MCU SUPPORT BRACKET DETAIL,manufactured,,,False,1,0.00,0.00,0.00,0
7505,6903841,no_quote,284W6029-188,G,ADB SUPPORT BRACKET ASSY,manufactured,,,False,1,0.00,0.00,0.00,0
7505,6903842,no_quote,284W6029-189,G,ADB SUPPORT BRACKET DETAIL,manufactured,,,False,1,0.00,0.00,0.00,0
7505,6903845,no_quote,284W6030-148,-,SUPPORT BRACKET ASSEMBLY (CZU) OFAR RAIL,manufactured,,,False,1,0.00,0.00,0.00,0
7505,6903846,no_quote,284W6030-149,-,SUPPORT BRACKET (CZU) OFAR RAIL,manufactured,,,False,1,0.00,0.00,0.00,0
7505,6903849,no_quote,287W4507-1499,-,GROUNDING BRACKET,manufactured,,,False,1,0.00,0.00,0.00,0
7505,6903851,no_quote,413A3164-31,A,UPPER FITTING ASSY,manufactured,,,False,1,0.00,0.00,0.00,0
7505,6903852,no_quote,413A3164-32,A,UPPER FITTING,manufactured,,,False,1,0.00,0.00,0.00,0
7505,6903854,no_quote,BACB28AT05B024Z,,"BUSHING, FLANGED",manufactured,,,False,2,0.00,0.00,0.00,0
7505,6903855,no_quote,NF990F,K,"POLYSULFIDE, KIT",manufactured,,,False,1,0.00,0.00,0.00,0
7506,6906267,no_quote,152W3598-1007,B,"STRAP - DETAIL, LOCK",manufactured,,,False,164,0.00,0.00,0.00,0
7506,6906268,no_quote,256W6720-5,A,INTERCOSTAL ASSY - L,manufactured,,,False,39,0.00,0.00,0.00,0
7506,6906269,no_quote,256W6720-6,A,INTERCOSTAL ASSY - L,manufactured,,,False,39,0.00,0.00,0.00,0
7506,6906270,no_quote,256W6720-8,A,INTERCOSTAL ASSY - L,manufactured,,,False,39,0.00,0.00,0.00,0
7506,6906271,no_quote,256W6721-7,-,INTERCOSTAL,manufactured,,,False,39,0.00,0.00,0.00,0
7506,6906272,no_quote,284W6026-111,E,SPM SUPPORT BRACKET,manufactured,,,False,43,0.00,0.00,0.00,0
7506,6906273,no_quote,453W2225-310,-,SUPPORT ANGLE ASSY -,manufactured,,,False,41,0.00,0.00,0.00,0
7507,6909316,completed,0040-47029,03,"MANIFOLD, OUT, LH, 200MM, PRODUCER, SACV",manufactured,Aluminum 6061-T6,MS - Mill,True,1,2800.00,2800.00,5200.00,75
7507,6909316,completed,0040-47029,03,"MANIFOLD, OUT, LH, 200MM, PRODUCER, SACV",manufactured,Aluminum 6061-T6,MS - Mill,True,5,926.00,4630.00,7030.00,75
7507,6909316,completed,0040-47029,03,"MANIFOLD, OUT, LH, 200MM, PRODUCER, SACV",manufactured,Aluminum 6061-T6,MS - Mill,True,10,701.00,7010.00,9410.00,80
7507,6909316,completed,0040-47029,03,"MANIFOLD, OUT, LH, 200MM, PRODUCER, SACV",manufactured,Aluminum 6061-T6,MS - Mill,True,15,626.00,9390.00,11790.00,80
7507,6909316,completed,0040-47029,03,"MANIFOLD, OUT, LH, 200MM, PRODUCER, SACV",manufactured,Aluminum 6061-T6,MS - Mill,True,20,589.00,11780.00,14180.00,80
7508,6910361,completed,0023-37552,02,"SPACER, DXZ, TOP MOUNT, FLUORINE GENERAT",manufactured,Aluminum 6061-T6,SM - Piece,True,1,354.00,354.00,954.00,41
7508,6910361,completed,0023-37552,02,"SPACER, DXZ, TOP MOUNT, FLUORINE GENERAT",manufactured,Aluminum 6061-T6,SM - Piece,True,3,131.00,393.00,993.00,41
7508,6910361,completed,0023-37552,02,"SPACER, DXZ, TOP MOUNT, FLUORINE GENERAT",manufactured,Aluminum 6061-T6,SM - Piece,True,5,85.40,427.00,1027.00,41
7508,6910361,completed,0023-37552,02,"SPACER, DXZ, TOP MOUNT, FLUORINE GENERAT",manufactured,Aluminum 6061-T6,SM - Piece,True,10,51.80,518.00,1118.00,41
7508,6910361,completed,0023-37552,02,"SPACER, DXZ, TOP MOUNT, FLUORINE GENERAT",manufactured,Aluminum 6061-T6,SM - Piece,True,15,40.53,607.95,1207.95,41
7508,6910362,completed,0023-37645,03,"DXZ,RPS,MOUNTING BRACKET 2",manufactured,Stainless Steel 304,SM - Piece,True,1,637.00,637.00,1237.00,51
7508,6910362,completed,0023-37645,03,"DXZ,RPS,MOUNTING BRACKET 2",manufactured,Stainless Steel 304,SM - Piece,True,3,247.00,741.00,1341.00,51
7508,6910362,completed,0023-37645,03,"DXZ,RPS,MOUNTING BRACKET 2",manufactured,Stainless Steel 304,SM - Piece,True,5,169.00,845.00,1445.00,51
7508,6910362,completed,0023-37645,03,"DXZ,RPS,MOUNTING BRACKET 2",manufactured,Stainless Steel 304,SM - Piece,True,10,104.00,1040.00,1640.00,51
7508,6910362,completed,0023-37645,03,"DXZ,RPS,MOUNTING BRACKET 2",manufactured,Stainless Steel 304,SM - Piece,True,15,84.07,1261.05,1861.05,51
7508,6910363,completed,0023-37651,03,"DXZ,RPS,MOUNTING BRACKET 1",manufactured,Stainless Steel 304,SM - Piece,True,1,617.00,617.00,1217.00,51
7508,6910363,completed,0023-37651,03,"DXZ,RPS,MOUNTING BRACKET 1",manufactured,Stainless Steel 304,SM - Piece,True,3,233.00,699.00,1299.00,51
7508,6910363,completed,0023-37651,03,"DXZ,RPS,MOUNTING BRACKET 1",manufactured,Stainless Steel 304,SM - Piece,True,5,156.00,780.00,1380.00,51
7508,6910363,completed,0023-37651,03,"DXZ,RPS,MOUNTING BRACKET 1",manufactured,Stainless Steel 304,SM - Piece,True,10,98.40,984.00,1584.00,51
7508,6910363,completed,0023-37651,03,"DXZ,RPS,MOUNTING BRACKET 1",manufactured,Stainless Steel 304,SM - Piece,True,15,79.20,1188.00,1788.00,51
7508,6910364,completed,0023-37710,03,"BRACKET, SUPPORT, INNER, DXZ, FLUORINE G",manufactured,Stainless Steel 304,SM - Piece,True,1,577.00,577.00,1177.00,51
7508,6910364,completed,0023-37710,03,"BRACKET, SUPPORT, INNER, DXZ, FLUORINE G",manufactured,Stainless Steel 304,SM - Piece,True,3,207.00,621.00,1221.00,51
7508,6910364,completed,0023-37710,03,"BRACKET, SUPPORT, INNER, DXZ, FLUORINE G",manufactured,Stainless Steel 304,SM - Piece,True,5,133.00,665.00,1265.00,51
7508,6910364,completed,0023-37710,03,"BRACKET, SUPPORT, INNER, DXZ, FLUORINE G",manufactured,Stainless Steel 304,SM - Piece,True,10,76.60,766.00,1366.00,51
7508,6910364,completed,0023-37710,03,"BRACKET, SUPPORT, INNER, DXZ, FLUORINE G",manufactured,Stainless Steel 304,SM - Piece,True,15,58.07,871.05,1471.05,51
7509,6911173,completed,449-375-366-101,,CHASSIS ASSY,manufactured,,Aerospace Assembly,False,12,7.50,90.00,2914.00,70
7510,6915622,not_started,0023-42114,01,"BRACKET, RAIL MOUNT SUPPORT, LEFT",manufactured,,,False,450,0.00,0.00,0.00,0
7510,6915623,not_started,0023-42117,01,"BRACKET, RAIL MOUNT SUPPORT, RIGHT",manufactured,,,False,450,0.00,0.00,0.00,0
7510,6915624,not_started,0043-07139,01,RAIL MOUNT SUPPORT BRACKET,assembled,,,False,450,0.00,0.00,0.00,0
7510,6915625,not_started,0011-12368,01,FRAME ASSEMBLY RF SIDE GEN RACK,manufactured,,,False,450,0.00,0.00,0.00,0
7510,7095865,completed,0043-01407,02,RIVETED SHEETMETAL FRAME RF s RACK C3oAP,assembled,Steel (Galvanized),SM - Assy,True,1,6750.00,6750.00,9450.00,61
7510,7095865,completed,0043-01407,02,RIVETED SHEETMETAL FRAME RF s RACK C3oAP,assembled,Steel (Galvanized),SM - Assy,True,45,1350.00,60750.00,63450.00,96
7510,7095865,completed,0043-01407,02,RIVETED SHEETMETAL FRAME RF s RACK C3oAP,assembled,Steel (Galvanized),SM - Assy,True,450,1300.00,585000.00,585000.00,440
7510,7095879,not_started,0043-06544,01,"MOUNT BRACKET, RMZ AND",manufactured,Stainless Steel 304L,SM - Piece W/HDWE,True,450,40.14,18063.00,18063.00,59
7510,7095912,not_started,,,,manufactured,,,False,450,0.00,0.00,0.00,0
7511,6937708,completed,0011-09850,02,ASSEMBLY FRAME C3oC,assembled,CRS,SM - Assy,True,1,3260.00,3260.00,3260.00,80
7511,6937708,completed,0011-09850,02,ASSEMBLY FRAME C3oC,assembled,CRS,SM - Assy,True,2,3260.00,6520.00,6520.00,80
7511,6937708,completed,0011-09850,02,ASSEMBLY FRAME C3oC,assembled,CRS,SM - Assy,True,4,3260.00,13040.00,13040.00,80
7511,6937708,completed,0011-09850,02,ASSEMBLY FRAME C3oC,assembled,CRS,SM - Assy,True,5,3260.00,16300.00,16300.00,80
7511,6937708,completed,0011-09850,02,ASSEMBLY FRAME C3oC,assembled,CRS,SM - Assy,True,10,3260.00,32600.00,32600.00,80
7511,6937708,completed,0011-09850,02,ASSEMBLY FRAME C3oC,assembled,CRS,SM - Assy,True,15,3260.00,48900.00,48900.00,80
7511,6937708,completed,0011-09850,02,ASSEMBLY FRAME C3oC,assembled,CRS,SM - Assy,True,20,3260.00,65200.00,65200.00,80
7511,6937708,completed,0011-09850,02,ASSEMBLY FRAME C3oC,assembled,CRS,SM - Assy,True,25,3260.00,81500.00,81500.00,80
7512,7095947,completed,0042-80088,08,REAR COVER CH AC BOX,manufactured,Steel (Galvanized),SM - Piece W/HDWE,True,10,120.00,1200.00,1800.00,60
7512,7095947,completed,0042-80088,08,REAR COVER CH AC BOX,manufactured,Steel (Galvanized),SM - Piece W/HDWE,True,15,101.00,1515.00,2115.00,60
7512,7095947,completed,0042-80088,08,REAR COVER CH AC BOX,manufactured,Steel (Galvanized),SM - Piece W/HDWE,True,25,85.80,2145.00,2745.00,60
7512,7095947,completed,0042-80088,08,REAR COVER CH AC BOX,manufactured,Steel (Galvanized),SM - Piece W/HDWE,True,50,74.24,3712.00,4312.00,60
7513,6916118,completed,0023-39606,03,"SHIM,LIFT HOOP,0.10MM THK",manufactured,Stainless Steel 304L,SM - Piece,True,15,46.73,700.95,1300.95,57
7513,6916118,completed,0023-39606,03,"SHIM,LIFT HOOP,0.10MM THK",manufactured,Stainless Steel 304L,SM - Piece,True,20,37.80,756.00,1356.00,57
7513,6916119,completed,0023-39608,03,"SHIM,LIFT HOOP,0.05MM THK",manufactured,Stainless Steel 304L,SM - Piece,True,15,46.73,700.95,1300.95,57
7513,6916119,completed,0023-39608,03,"SHIM,LIFT HOOP,0.05MM THK",manufactured,Stainless Steel 304L,SM - Piece,True,20,37.80,756.00,1356.00,57
7513,6916120,completed,0023-39609,03,"SHIM,LIFT HOOP,0.20MM THK",manufactured,Stainless Steel 304L,SM - Piece,True,15,46.87,703.05,1303.05,57
7513,6916120,completed,0023-39609,03,"SHIM,LIFT HOOP,0.20MM THK",manufactured,Stainless Steel 304L,SM - Piece,True,20,37.90,758.00,1358.00,57
7513,6916121,completed,0023-39610,03,"SHIM,LIFT HOOP,0.30MM THK",manufactured,Stainless Steel 304L,SM - Piece,True,15,46.87,703.05,1303.05,57
7513,6916121,completed,0023-39610,03,"SHIM,LIFT HOOP,0.30MM THK",manufactured,Stainless Steel 304L,SM - Piece,True,20,37.90,758.00,1358.00,57
7514,6916907,completed,0011-00844,03,"ASSY, CHAMBER CONTROL UNIT, PCxT TURBO E",assembled,,SM - Assy,False,5,13900.00,69500.00,69500.00,60
7514,6916907,completed,0011-00844,03,"ASSY, CHAMBER CONTROL UNIT, PCxT TURBO E",assembled,,SM - Assy,False,10,13600.00,136000.00,136000.00,60
7514,6916907,completed,0011-00844,03,"ASSY, CHAMBER CONTROL UNIT, PCxT TURBO E",assembled,,SM - Assy,False,15,13300.00,199500.00,199500.00,60
7514,6916907,completed,0011-00844,03,"ASSY, CHAMBER CONTROL UNIT, PCxT TURBO E",assembled,,SM - Assy,False,20,13000.00,260000.00,260000.00,60
7514,6916907,completed,0011-00844,03,"ASSY, CHAMBER CONTROL UNIT, PCxT TURBO E",assembled,,SM - Assy,False,25,12900.00,322500.00,322500.00,60
7514,6916907,completed,0011-00844,03,"ASSY, CHAMBER CONTROL UNIT, PCxT TURBO E",assembled,,SM - Assy,False,30,12900.00,387000.00,387000.00,60
7515,6917255,completed,0020-32163,01,"COVER BOTTOM, PEDESTAL ESC, 200MM, WEB",manufactured,Aluminum 6061-T6,MS - Mill Turn,True,1,2290.00,2290.00,4490.00,75
7515,6917255,completed,0020-32163,01,"COVER BOTTOM, PEDESTAL ESC, 200MM, WEB",manufactured,Aluminum 6061-T6,MS - Mill Turn,True,2,1280.00,2560.00,4760.00,75
7515,6917255,completed,0020-32163,01,"COVER BOTTOM, PEDESTAL ESC, 200MM, WEB",manufactured,Aluminum 6061-T6,MS - Mill Turn,True,3,945.00,2835.00,5035.00,75
7515,6917255,completed,0020-32163,01,"COVER BOTTOM, PEDESTAL ESC, 200MM, WEB",manufactured,Aluminum 6061-T6,MS - Mill Turn,True,5,678.00,3390.00,5590.00,75
7515,6917255,completed,0020-32163,01,"COVER BOTTOM, PEDESTAL ESC, 200MM, WEB",manufactured,Aluminum 6061-T6,MS - Mill Turn,True,10,484.00,4840.00,7040.00,75
7516,7057089,completed,0010-80408,04,"SIDE PANEL, RIGHT OUTER, 6.XA FI",assembled,Aluminum 5052-H32,SM - Assy,True,1,5420.00,5420.00,8220.00,90
7516,7057089,completed,0010-80408,04,"SIDE PANEL, RIGHT OUTER, 6.XA FI",assembled,Aluminum 5052-H32,SM - Assy,True,2,3430.00,6860.00,9660.00,90
7516,7057089,completed,0010-80408,04,"SIDE PANEL, RIGHT OUTER, 6.XA FI",assembled,Aluminum 5052-H32,SM - Assy,True,5,2230.00,11150.00,13950.00,90
7516,7057089,completed,0010-80408,04,"SIDE PANEL, RIGHT OUTER, 6.XA FI",assembled,Aluminum 5052-H32,SM - Assy,True,10,1830.00,18300.00,21100.00,90
7516,7057089,completed,0010-80408,04,"SIDE PANEL, RIGHT OUTER, 6.XA FI",assembled,Aluminum 5052-H32,SM - Assy,True,25,1590.00,39750.00,42550.00,100
7516,7057089,completed,0010-80408,04,"SIDE PANEL, RIGHT OUTER, 6.XA FI",assembled,Aluminum 5052-H32,SM - Assy,True,50,1510.00,75500.00,78300.00,100
7517,6921121,no_quote,205-070-733-003,E,TRACK,manufactured,,,False,1,0.00,0.00,0.00,0
7517,6921121,no_quote,205-070-733-003,E,TRACK,manufactured,,,False,5,0.00,0.00,0.00,0
7517,6921121,no_quote,205-070-733-003,E,TRACK,manufactured,,,False,10,0.00,0.00,0.00,0
7518,6934822,completed,0023-40518,01,"BRACKET, OES MOUNT, RUBICON",manufactured,CRS,SM - Piece,True,1,579.00,579.00,1479.00,51
7518,6934822,completed,0023-40518,01,"BRACKET, OES MOUNT, RUBICON",manufactured,CRS,SM - Piece,True,2,301.00,602.00,1502.00,51
7518,6934822,completed,0023-40518,01,"BRACKET, OES MOUNT, RUBICON",manufactured,CRS,SM - Piece,True,3,208.00,624.00,1524.00,51
7518,6934822,completed,0023-40518,01,"BRACKET, OES MOUNT, RUBICON",manufactured,CRS,SM - Piece,True,5,134.00,670.00,1570.00,51
7518,6934822,completed,0023-40518,01,"BRACKET, OES MOUNT, RUBICON",manufactured,CRS,SM - Piece,True,10,77.80,778.00,1678.00,51
7518,6934822,completed,0023-40518,01,"BRACKET, OES MOUNT, RUBICON",manufactured,CRS,SM - Piece,True,15,59.27,889.05,1789.05,51
7518,6934822,completed,0023-40518,01,"BRACKET, OES MOUNT, RUBICON",manufactured,CRS,SM - Piece,True,20,49.95,999.00,1899.00,52
7518,6934822,completed,0023-40518,01,"BRACKET, OES MOUNT, RUBICON",manufactured,CRS,SM - Piece,True,50,33.24,1662.00,1662.00,52
7518,6986827,completed,0023-40519,01,"BRACKET, HOIST BASE,RUBICON",manufactured,HRS,MS - Mill,True,1,3800.00,3800.00,5000.00,58
7518,6986827,completed,0023-40519,01,"BRACKET, HOIST BASE,RUBICON",manufactured,HRS,MS - Mill,True,2,2440.00,4880.00,6080.00,59
7518,6986827,completed,0023-40519,01,"BRACKET, HOIST BASE,RUBICON",manufactured,HRS,MS - Mill,True,3,1980.00,5940.00,7140.00,59
7518,6986827,completed,0023-40519,01,"BRACKET, HOIST BASE,RUBICON",manufactured,HRS,MS - Mill,True,5,1620.00,8100.00,9300.00,61
7518,6986827,completed,0023-40519,01,"BRACKET, HOIST BASE,RUBICON",manufactured,HRS,MS - Mill,True,10,1340.00,13400.00,14600.00,64
7518,6986827,completed,0023-40519,01,"BRACKET, HOIST BASE,RUBICON",manufactured,HRS,MS - Mill,True,15,1250.00,18750.00,19950.00,68
7518,6986827,completed,0023-40519,01,"BRACKET, HOIST BASE,RUBICON",manufactured,HRS,MS - Mill,True,20,1150.00,23000.00,24200.00,71
7518,6986827,completed,0023-40519,01,"BRACKET, HOIST BASE,RUBICON",manufactured,HRS,MS - Mill,True,50,1100.00,55000.00,56200.00,92
7518,6987158,completed,0023-40520,01,"CLAMP, HOIST BASE, RUBICON",manufactured,Aluminum 6061-T6,MS - Mill,True,1,1230.00,1230.00,2330.00,61
7518,6987158,completed,0023-40520,01,"CLAMP, HOIST BASE, RUBICON",manufactured,Aluminum 6061-T6,MS - Mill,True,2,682.00,1364.00,2464.00,61
7518,6987158,completed,0023-40520,01,"CLAMP, HOIST BASE, RUBICON",manufactured,Aluminum 6061-T6,MS - Mill,True,3,501.00,1503.00,2603.00,61
7518,6987158,completed,0023-40520,01,"CLAMP, HOIST BASE, RUBICON",manufactured,Aluminum 6061-T6,MS - Mill,True,5,355.00,1775.00,2875.00,61
7518,6987158,completed,0023-40520,01,"CLAMP, HOIST BASE, RUBICON",manufactured,Aluminum 6061-T6,MS - Mill,True,10,246.00,2460.00,3560.00,62
7518,6987158,completed,0023-40520,01,"CLAMP, HOIST BASE, RUBICON",manufactured,Aluminum 6061-T6,MS - Mill,True,15,210.00,3150.00,4250.00,62
7518,6987158,completed,0023-40520,01,"CLAMP, HOIST BASE, RUBICON",manufactured,Aluminum 6061-T6,MS - Mill,True,20,192.00,3840.00,4940.00,63
7518,6987158,completed,0023-40520,01,"CLAMP, HOIST BASE, RUBICON",manufactured,Aluminum 6061-T6,MS - Mill,True,50,159.00,7950.00,7950.00,66
7518,6987510,completed,0023-42432,01,"BRACKET, HOIST, SPOOL, RUBICON",manufactured,Aluminum 6061-T6,MS - Mill,True,1,3110.00,3110.00,4210.00,62
7518,6987510,completed,0023-42432,01,"BRACKET, HOIST, SPOOL, RUBICON",manufactured,Aluminum 6061-T6,MS - Mill,True,2,2000.00,4000.00,5100.00,63
7518,6987510,completed,0023-42432,01,"BRACKET, HOIST, SPOOL, RUBICON",manufactured,Aluminum 6061-T6,MS - Mill,True,3,1620.00,4860.00,5960.00,63
7518,6987510,completed,0023-42432,01,"BRACKET, HOIST, SPOOL, RUBICON",manufactured,Aluminum 6061-T6,MS - Mill,True,5,1320.00,6600.00,7700.00,64
7518,6987510,completed,0023-42432,01,"BRACKET, HOIST, SPOOL, RUBICON",manufactured,Aluminum 6061-T6,MS - Mill,True,10,1100.00,11000.00,12100.00,66
7518,6987510,completed,0023-42432,01,"BRACKET, HOIST, SPOOL, RUBICON",manufactured,Aluminum 6061-T6,MS - Mill,True,15,1030.00,15450.00,16550.00,69
7518,6987510,completed,0023-42432,01,"BRACKET, HOIST, SPOOL, RUBICON",manufactured,Aluminum 6061-T6,MS - Mill,True,20,985.00,19700.00,20800.00,71
7518,6987510,completed,0023-42432,01,"BRACKET, HOIST, SPOOL, RUBICON",manufactured,Aluminum 6061-T6,MS - Mill,True,50,918.00,45900.00,45900.00,86
7518,6934826,completed,0023-42501,01,"WASHER PLATE, HOIST-SPOOL BKT, RUBICON",manufactured,Carbon Steel A36,SM - Piece,True,1,687.00,687.00,1287.00,50
7518,6934826,completed,0023-42501,01,"WASHER PLATE, HOIST-SPOOL BKT, RUBICON",manufactured,Carbon Steel A36,SM - Piece,True,2,359.00,718.00,1318.00,50
7518,6934826,completed,0023-42501,01,"WASHER PLATE, HOIST-SPOOL BKT, RUBICON",manufactured,Carbon Steel A36,SM - Piece,True,3,249.00,747.00,1347.00,50
7518,6934826,completed,0023-42501,01,"WASHER PLATE, HOIST-SPOOL BKT, RUBICON",manufactured,Carbon Steel A36,SM - Piece,True,5,162.00,810.00,1410.00,50
7518,6934826,completed,0023-42501,01,"WASHER PLATE, HOIST-SPOOL BKT, RUBICON",manufactured,Carbon Steel A36,SM - Piece,True,10,96.00,960.00,1560.00,50
7518,6934826,completed,0023-42501,01,"WASHER PLATE, HOIST-SPOOL BKT, RUBICON",manufactured,Carbon Steel A36,SM - Piece,True,15,74.13,1111.95,1711.95,50
7518,6934826,completed,0023-42501,01,"WASHER PLATE, HOIST-SPOOL BKT, RUBICON",manufactured,Carbon Steel A36,SM - Piece,True,20,63.20,1264.00,1864.00,51
7518,6934826,completed,0023-42501,01,"WASHER PLATE, HOIST-SPOOL BKT, RUBICON",manufactured,Carbon Steel A36,SM - Piece,True,50,43.52,2176.00,2176.00,51
7518,6934827,completed,0023-42506,01,"WASHER PLATE, SPOOL, RUBICON",manufactured,Carbon Steel A36,SM - Piece,True,1,672.00,672.00,1272.00,50
7518,6934827,completed,0023-42506,01,"WASHER PLATE, SPOOL, RUBICON",manufactured,Carbon Steel A36,SM - Piece,True,2,348.00,696.00,1296.00,50
7518,6934827,completed,0023-42506,01,"WASHER PLATE, SPOOL, RUBICON",manufactured,Carbon Steel A36,SM - Piece,True,3,240.00,720.00,1320.00,50
7518,6934827,completed,0023-42506,01,"WASHER PLATE, SPOOL, RUBICON",manufactured,Carbon Steel A36,SM - Piece,True,5,153.00,765.00,1365.00,50
7518,6934827,completed,0023-42506,01,"WASHER PLATE, SPOOL, RUBICON",manufactured,Carbon Steel A36,SM - Piece,True,10,88.20,882.00,1482.00,50
7518,6934827,completed,0023-42506,01,"WASHER PLATE, SPOOL, RUBICON",manufactured,Carbon Steel A36,SM - Piece,True,15,66.53,997.95,1597.95,51
7518,6934827,completed,0023-42506,01,"WASHER PLATE, SPOOL, RUBICON",manufactured,Carbon Steel A36,SM - Piece,True,20,55.75,1115.00,1715.00,51
7518,6934827,completed,0023-42506,01,"WASHER PLATE, SPOOL, RUBICON",manufactured,Carbon Steel A36,SM - Piece,True,50,36.26,1813.00,1813.00,51
7518,6934828,completed,0043-04237,02,"BASE, CORNER FRAME, RUBICON",assembled,Carbon Steel A36,SM - Assy,True,1,2050.00,2050.00,3250.00,55
7518,6934828,completed,0043-04237,02,"BASE, CORNER FRAME, RUBICON",assembled,Carbon Steel A36,SM - Assy,True,2,1160.00,2320.00,3520.00,55
7518,6934828,completed,0043-04237,02,"BASE, CORNER FRAME, RUBICON",assembled,Carbon Steel A36,SM - Assy,True,3,853.00,2559.00,3759.00,55
7518,6934828,completed,0043-04237,02,"BASE, CORNER FRAME, RUBICON",assembled,Carbon Steel A36,SM - Assy,True,5,615.00,3075.00,4275.00,55
7518,6934828,completed,0043-04237,02,"BASE, CORNER FRAME, RUBICON",assembled,Carbon Steel A36,SM - Assy,True,10,436.00,4360.00,5560.00,56
