quote_number,item_id,workflow_status,part_number,revision,description,type,material,process,is_fully_configured,quantity,unit_price,total_price,total_price_with_add_ons,lead_time
5010,4014810,completed,74R830126-2003,-,RESTRICTOR,manufactured,,,False,27,0.00,0.00,0.00,0
5017,4017822,no_quote,512-044-501-101,-,LOCKWASHER HANGER ASSY,manufactured,,No Quote,False,3,0.00,0.00,0.00,5
5007,4013335,no_quote,0042-32562,04,"WALL, INNER HOTCAN,MR1237 GP",assembled,,No Quote,False,12,101.97,1223.64,1223.64,600
5007,4013307,no_quote,0015-00664,03,"PLUG, LINER GROUND STRAP, 200MM EMAX",manufactured,,No Quote,False,19,0.00,0.00,0.00,5
5007,4013299,no_quote,0015-09092,01,RF SHIELD 200MM,manufactured,,No Quote,False,88,0.00,0.00,0.00,5
5007,4013300,no_quote,0022-24264,02,I.E.P. CAP,manufactured,,No Quote,False,19,0.00,0.00,0.00,5
5007,4013301,no_quote,0022-51087,03,"BRACKET, WRIST WIRE GUIDE, DUAL SIDE WAF",manufactured,,No Quote,False,100,0.00,0.00,0.00,5
5007,4013452,no_quote,0042-33300,04,DUCT MAIN 300MM DPX,assembled,,No Quote,False,8,107.13,857.04,857.04,40
5007,4013304,no_quote,0042-39379,02,"WELDMENT, PROTECTION, LIGHT PIPE, MR1237",assembled,,No Quote,False,10,0.00,0.00,0.00,5
5016,4025517,no_quote,341B13130PF3084-201,-,BUS_BAR_A,manufactured,,NQ - No Capacity,False,14,0.00,0.00,0.00,5
5016,4025518,no_quote,341B13130PF3085-201,-,BUS_BAR_B,manufactured,,NQ - No Capacity,False,14,0.00,0.00,0.00,5
5016,4025519,no_quote,341B13130PF3085-202,-,BUS_BAR_B,manufactured,,NQ - No Capacity,False,14,0.00,0.00,0.00,5
5016,4025520,no_quote,341B13130PF3089-201,-,BUS_BAR_C,manufactured,,NQ - No Capacity,False,7,0.00,0.00,0.00,5
5016,4025522,no_quote,341B13130PF3095-201,-,BUS_BAR,manufactured,,NQ - No Capacity,False,7,0.00,0.00,0.00,5
5016,4025523,no_quote,341B13130PF3096-201,-,ADAPTER,manufactured,,NQ - No Capacity,False,8,0.00,0.00,0.00,5
5016,4025524,no_quote,341B13130PF3098-201,-,BUS_BAR,manufactured,,NQ - No Capacity,False,7,0.00,0.00,0.00,5
5016,4025525,no_quote,341B13130PF3100-201,-,BUS_BAR,manufactured,,NQ - No Capacity,False,3,0.00,0.00,0.00,5
5014,4015673,no_quote,5-73136-3038,K,ANGLE,manufactured,,,False,3,0.00,0.00,0.00,0
5004,4008354,completed,0042-40462,04,,manufactured,Aluminum 6061-T6,MS - Mill Turn,False,1,515.48,515.48,515.48,35
5004,4008354,completed,0042-40462,04,,manufactured,Aluminum 6061-T6,MS - Mill Turn,False,5,515.48,2577.40,2577.40,36
5004,4008354,completed,0042-40462,04,,manufactured,Aluminum 6061-T6,MS - Mill Turn,False,10,515.48,5154.80,5154.80,38
5004,4008354,completed,0042-40462,04,,manufactured,Aluminum 6061-T6,MS - Mill Turn,False,25,515.48,12887.00,12887.00,45
5004,4008354,completed,0042-40462,04,,manufactured,Aluminum 6061-T6,MS - Mill Turn,False,50,515.48,25774.00,25774.00,55
5004,4008354,completed,0042-40462,04,,manufactured,Aluminum 6061-T6,MS - Mill Turn,False,75,515.48,38661.00,38661.00,66
5004,4008354,completed,0042-40462,04,,manufactured,Aluminum 6061-T6,MS - Mill Turn,False,100,515.48,51548.00,51548.00,77
5019,4023042,no_quote,0010-75448,B,"ASSY, 150MM CASSETTE HANDLER RIGHT",manufactured,,NQ - No Capacity,False,1,0.00,0.00,0.00,5
5019,4023042,no_quote,0010-75448,B,"ASSY, 150MM CASSETTE HANDLER RIGHT",manufactured,,NQ - No Capacity,False,5,0.00,0.00,0.00,5
5019,4023042,no_quote,0010-75448,B,"ASSY, 150MM CASSETTE HANDLER RIGHT",manufactured,,NQ - No Capacity,False,10,0.00,0.00,0.00,5
5018,4022810,no_quote,0270-04164,01,"TOOL, SWLL BOTTOM FILLER REMOVAL, COMMON",manufactured,,No Quote,False,1,0.00,0.00,0.00,5
5018,4022810,no_quote,0270-04164,01,"TOOL, SWLL BOTTOM FILLER REMOVAL, COMMON",manufactured,,No Quote,False,5,0.00,0.00,0.00,5
5018,4022810,no_quote,0270-04164,01,"TOOL, SWLL BOTTOM FILLER REMOVAL, COMMON",manufactured,,No Quote,False,10,0.00,0.00,0.00,5
5018,4022812,completed,0270-07388,04,"ICFX ROBOT END EFFECTOR, ALIGNMENT FIXTU",manufactured,Aluminum 6061-T6,MS - Mill,True,1,1270.00,1270.00,2070.00,59
5018,4022812,completed,0270-07388,04,"ICFX ROBOT END EFFECTOR, ALIGNMENT FIXTU",manufactured,Aluminum 6061-T6,MS - Mill,True,5,406.00,2030.00,2830.00,59
5018,4022812,completed,0270-07388,04,"ICFX ROBOT END EFFECTOR, ALIGNMENT FIXTU",manufactured,Aluminum 6061-T6,MS - Mill,True,10,307.00,3070.00,3870.00,60
5006,4008680,completed,D2684516-2,B,HOUSING (UPPER) RECTIFIER,assembled,Aluminum 6061-T6511,MS - Mill,True,1,2270.00,2270.00,3870.00,60
5006,4008680,completed,D2684516-2,B,HOUSING (UPPER) RECTIFIER,assembled,Aluminum 6061-T6511,MS - Mill,True,2,1210.00,2420.00,4020.00,60
5006,4008680,completed,D2684516-2,B,HOUSING (UPPER) RECTIFIER,assembled,Aluminum 6061-T6511,MS - Mill,True,5,566.00,2830.00,4430.00,60
5006,4008680,completed,D2684516-2,B,HOUSING (UPPER) RECTIFIER,assembled,Aluminum 6061-T6511,MS - Mill,True,10,350.00,3500.00,5100.00,60
5006,4008680,completed,D2684516-2,B,HOUSING (UPPER) RECTIFIER,assembled,Aluminum 6061-T6511,MS - Mill,True,20,242.00,4840.00,6440.00,60
5006,4008680,completed,D2684516-2,B,HOUSING (UPPER) RECTIFIER,assembled,Aluminum 6061-T6511,MS - Mill,True,25,220.00,5500.00,7100.00,60
5006,4008680,completed,D2684516-2,B,HOUSING (UPPER) RECTIFIER,assembled,Aluminum 6061-T6511,MS - Mill,True,50,183.00,9150.00,10750.00,60
5006,4008681,completed,D2684517-1,-,HOUSING (LOWER) RECTIFIER,assembled,Aluminum 6061-T6,MS - Mill,True,1,2300.00,2300.00,4200.00,60
5006,4008681,completed,D2684517-1,-,HOUSING (LOWER) RECTIFIER,assembled,Aluminum 6061-T6,MS - Mill,True,2,1220.00,2440.00,4340.00,60
5006,4008681,completed,D2684517-1,-,HOUSING (LOWER) RECTIFIER,assembled,Aluminum 6061-T6,MS - Mill,True,5,568.00,2840.00,4740.00,60
5006,4008681,completed,D2684517-1,-,HOUSING (LOWER) RECTIFIER,assembled,Aluminum 6061-T6,MS - Mill,True,10,352.00,3520.00,5420.00,60
5006,4008681,completed,D2684517-1,-,HOUSING (LOWER) RECTIFIER,assembled,Aluminum 6061-T6,MS - Mill,True,20,244.00,4880.00,6780.00,60
5006,4008681,completed,D2684517-1,-,HOUSING (LOWER) RECTIFIER,assembled,Aluminum 6061-T6,MS - Mill,True,25,222.00,5550.00,7450.00,60
5006,4008681,completed,D2684517-1,-,HOUSING (LOWER) RECTIFIER,assembled,Aluminum 6061-T6,MS - Mill,True,50,179.00,8950.00,10850.00,60
5021,4024235,no_quote,0042-86596,02,SHOULDER GEAR MOUNT,assembled,,No Quote,False,1,0.00,0.00,0.00,5
5021,4024235,no_quote,0042-86596,02,SHOULDER GEAR MOUNT,assembled,,No Quote,False,5,0.00,0.00,0.00,5
5021,4024235,no_quote,0042-86596,02,SHOULDER GEAR MOUNT,assembled,,No Quote,False,10,0.00,0.00,0.00,5
5026,4026037,no_quote,341B11250AB2533-101,,STRUT_ASSY,assembled,,No Quote,False,2,0.00,0.00,0.00,5
5026,4026038,no_quote,341B11250AB2533-103,,STRUT_ASSY,assembled,,No Quote,False,2,0.00,0.00,0.00,5
5026,4026039,no_quote,341B11300PF2321-201,,HINGE_PIN,manufactured,,No Quote,False,2,0.00,0.00,0.00,5
5026,4026040,no_quote,341B11300PF2331-201,,RETAINER,manufactured,,No Quote,False,2,0.00,0.00,0.00,5
5026,4026042,no_quote,341B13070AB5180-101,,BRKT_ASSY,assembled,,No Quote,False,2,0.00,0.00,0.00,5
5026,4026817,no_quote,341B13130PF3033-207,,BUS_BAR,manufactured,,No Quote,False,2,0.00,0.00,0.00,5
5026,4026819,no_quote,341B13130PF3049-203,,BUS_BAR,manufactured,,No Quote,False,10,0.00,0.00,0.00,5
5026,4026044,no_quote,341B13130PF3080-201,,BUS_BAR,manufactured,,No Quote,False,2,0.00,0.00,0.00,5
5026,4026045,no_quote,341B13130PF3080-202,,BUS_BAR,manufactured,,No Quote,False,2,0.00,0.00,0.00,5
5026,4026046,no_quote,341B13130PF3081-201,,BUS_BAR,manufactured,,No Quote,False,2,0.00,0.00,0.00,5
5026,4026047,no_quote,341B13130PF3082-201,,BUS_BAR,manufactured,,No Quote,False,2,0.00,0.00,0.00,5
5026,4026048,no_quote,341B13130PF3082-202,,BUS_BAR,manufactured,,No Quote,False,2,0.00,0.00,0.00,5
5026,4026049,no_quote,341B13130PF3084-201,,BUS_BAR_A,manufactured,,No Quote,False,2,0.00,0.00,0.00,5
5026,4026050,no_quote,341B13130PF3085-201,,BUS_BAR_B,manufactured,,No Quote,False,2,0.00,0.00,0.00,5
5026,4026051,no_quote,341B13130PF3085-202,,BUS_BAR_B,manufactured,,No Quote,False,2,0.00,0.00,0.00,5
5026,4026052,no_quote,341B13130PF3089-201,,BUS_BAR_C,manufactured,,No Quote,False,2,0.00,0.00,0.00,5
5026,4026055,no_quote,341B13130PF3090-201,,BUS_BAR,manufactured,,No Quote,False,2,0.00,0.00,0.00,5
5026,4026056,no_quote,341B13130PF3090-202,,BUS_BAR,manufactured,,No Quote,False,2,0.00,0.00,0.00,5
5026,4026057,no_quote,341B13130PF3091-201,,BUS_BAR,manufactured,,No Quote,False,2,0.00,0.00,0.00,5
5026,4026058,no_quote,341B13130PF3091-202,,BUS_BAR,manufactured,,No Quote,False,2,0.00,0.00,0.00,5
5026,4026060,no_quote,341B13130PF3093-201,,BUS_BAR,manufactured,,No Quote,False,2,0.00,0.00,0.00,5
5026,4026063,no_quote,341B13130PF3095-201,,BUS_BAR,manufactured,,No Quote,False,2,0.00,0.00,0.00,5
5026,4026070,no_quote,341B13130PF3096-201,,ADAPTER,manufactured,,No Quote,False,2,0.00,0.00,0.00,5
5026,4026074,no_quote,341B25100PF1137-201,,RETAINER - FUEL PROBE,manufactured,,No Quote,False,2,0.00,0.00,0.00,5
5026,4026295,no_quote,341B25100PF1141-201,,DRIVE_HOOK_LOCK,assembled,,No Quote,False,2,0.00,0.00,0.00,5
5025,4025263,completed,0010-74802,01,CONTROLLER / AC FRAME CENTURA-STD,manufactured,,No Quote,False,10,9553.13,95531.30,95531.30,40
5025,4025263,completed,0010-74802,01,CONTROLLER / AC FRAME CENTURA-STD,manufactured,,No Quote,False,38,0.00,0.00,0.00,5
5025,4025263,completed,0010-74802,01,CONTROLLER / AC FRAME CENTURA-STD,manufactured,,No Quote,False,44,0.00,0.00,0.00,5
5027,4026665,completed,68A348760-1001,B,BRACKET ASSY,assembled,,,False,24,0.00,0.00,0.00,0
5020,4023191,no_quote,0041-35406,04,"CABLE SUPPORT, WATERFALL, 200MM EZ-UPA",assembled,,No Quote,False,20,0.00,0.00,0.00,5
5020,4023226,no_quote,0042-96886,01,"ARM, ROTATION, 200MM DESICA, CMP",manufactured,,No Quote,False,35,0.00,0.00,0.00,5
5023,4024695,completed,A0490885,01,LIFT PLATE BALL SPLINE VELOCITY S,manufactured,Stainless Steel 304L,MS - Mill,True,1,989.00,989.00,2389.00,57
5023,4024695,completed,A0490885,01,LIFT PLATE BALL SPLINE VELOCITY S,manufactured,Stainless Steel 304L,MS - Mill,True,2,553.00,1106.00,2506.00,57
5023,4024695,completed,A0490885,01,LIFT PLATE BALL SPLINE VELOCITY S,manufactured,Stainless Steel 304L,MS - Mill,True,5,291.00,1455.00,2855.00,57
5023,4024695,completed,A0490885,01,LIFT PLATE BALL SPLINE VELOCITY S,manufactured,Stainless Steel 304L,MS - Mill,True,10,204.00,2040.00,3440.00,58
5023,4024695,completed,A0490885,01,LIFT PLATE BALL SPLINE VELOCITY S,manufactured,Stainless Steel 304L,MS - Mill,True,20,160.00,3200.00,4600.00,58
5023,4024695,completed,A0490885,01,LIFT PLATE BALL SPLINE VELOCITY S,manufactured,Stainless Steel 304L,MS - Mill,True,30,146.00,4380.00,5780.00,59
5024,4053263,completed,0023-10923,02,"FORKLIFT POCKET 10x3
C3oC",manufactured,HRS,SM - Piece,True,100,50.61,5061.00,5061.00,25
5024,4053263,completed,0023-10923,02,"FORKLIFT POCKET 10x3
C3oC",manufactured,HRS,SM - Piece,True,1500,46.69,70035.00,70035.00,75
5024,4053266,completed,0042-97313,01,"SHEET METAL BRACKET, REAR PROCESS GASLIN",manufactured,CRS,SM - Piece W/HDWE,True,100,22.65,2265.00,2265.00,49
5024,4053266,completed,0042-97313,01,"SHEET METAL BRACKET, REAR PROCESS GASLIN",manufactured,CRS,SM - Piece W/HDWE,True,1500,18.50,27750.00,27750.00,73
5028,4026911,no_quote,0042-60688,02,"BRACKET MTR/BALL SCREW
SWEEP",manufactured,,,False,50,0.00,0.00,0.00,0
5028,4026911,no_quote,0042-60688,02,"BRACKET MTR/BALL SCREW
SWEEP",manufactured,,,False,100,0.00,0.00,0.00,0
5028,4026911,no_quote,0042-60688,02,"BRACKET MTR/BALL SCREW
SWEEP",manufactured,,,False,150,0.00,0.00,0.00,0
5028,4026911,no_quote,0042-60688,02,"BRACKET MTR/BALL SCREW
SWEEP",manufactured,,,False,200,0.00,0.00,0.00,0
5028,4026917,no_quote,0021-78019,6W,"TRAY, WAFER OUTPUT
MODULE",manufactured,,,False,3,0.00,0.00,0.00,0
5028,4026917,no_quote,0021-78019,6W,"TRAY, WAFER OUTPUT
MODULE",manufactured,,,False,6,0.00,0.00,0.00,0
5028,4026917,no_quote,0021-78019,6W,"TRAY, WAFER OUTPUT
MODULE",manufactured,,,False,9,0.00,0.00,0.00,0
5028,4026917,no_quote,0021-78019,6W,"TRAY, WAFER OUTPUT
MODULE",manufactured,,,False,12,0.00,0.00,0.00,0
5022,4024637,completed,0020-29514,02,BUS BAR,manufactured,Aluminum 6061-T6,MS - Mill,True,1,1130.00,1130.00,1930.00,61
5022,4024637,completed,0020-29514,02,BUS BAR,manufactured,Aluminum 6061-T6,MS - Mill,True,17,219.00,3723.00,4523.00,63
5022,4024637,completed,0020-29514,02,BUS BAR,manufactured,Aluminum 6061-T6,MS - Mill,True,35,194.00,6790.00,7590.00,66
5022,4024637,completed,0020-29514,02,BUS BAR,manufactured,Aluminum 6061-T6,MS - Mill,True,70,183.00,12810.00,12810.00,72
5036,4032818,no_quote,512-061-213-123,A,Hinge Assy-AGB Panel,manufactured,,No Quote,False,4,0.00,0.00,0.00,5
5029,4027768,not_started,113K004H01,-,"COVER,FILTER ASSY",manufactured,,,False,1,0.00,0.00,0.00,0
5029,4027768,not_started,113K004H01,-,"COVER,FILTER ASSY",manufactured,,,False,2,0.00,0.00,0.00,0
5029,4027768,not_started,113K004H01,-,"COVER,FILTER ASSY",manufactured,,,False,5,0.00,0.00,0.00,0
5029,4027768,not_started,113K004H01,-,"COVER,FILTER ASSY",manufactured,,,False,10,0.00,0.00,0.00,0
5029,4027768,not_started,113K004H01,-,"COVER,FILTER ASSY",manufactured,,,False,52,0.00,0.00,0.00,0
5029,4027768,not_started,113K004H01,-,"COVER,FILTER ASSY",manufactured,,,False,104,0.00,0.00,0.00,0
5029,4027768,not_started,113K004H01,-,"COVER,FILTER ASSY",manufactured,,,False,130,0.00,0.00,0.00,0
5029,4027769,not_started,128K059H01,D,"BUS BAR,RETURN",manufactured,,,False,1,0.00,0.00,0.00,0
5029,4027769,not_started,128K059H01,D,"BUS BAR,RETURN",manufactured,,,False,2,0.00,0.00,0.00,0
5029,4027769,not_started,128K059H01,D,"BUS BAR,RETURN",manufactured,,,False,5,0.00,0.00,0.00,0
5029,4027769,not_started,128K059H01,D,"BUS BAR,RETURN",manufactured,,,False,10,0.00,0.00,0.00,0
5029,4027769,not_started,128K059H01,D,"BUS BAR,RETURN",manufactured,,,False,52,0.00,0.00,0.00,0
5029,4027769,not_started,128K059H01,D,"BUS BAR,RETURN",manufactured,,,False,104,0.00,0.00,0.00,0
5029,4027769,not_started,128K059H01,D,"BUS BAR,RETURN",manufactured,,,False,130,0.00,0.00,0.00,0
5029,4027771,not_started,128K060H01,B,"BUS BAR,POWER",manufactured,,,False,1,0.00,0.00,0.00,0
5029,4027771,not_started,128K060H01,B,"BUS BAR,POWER",manufactured,,,False,2,0.00,0.00,0.00,0
5029,4027771,not_started,128K060H01,B,"BUS BAR,POWER",manufactured,,,False,5,0.00,0.00,0.00,0
5029,4027771,not_started,128K060H01,B,"BUS BAR,POWER",manufactured,,,False,10,0.00,0.00,0.00,0
5029,4027771,not_started,128K060H01,B,"BUS BAR,POWER",manufactured,,,False,52,0.00,0.00,0.00,0
5029,4027771,not_started,128K060H01,B,"BUS BAR,POWER",manufactured,,,False,104,0.00,0.00,0.00,0
5029,4027771,not_started,128K060H01,B,"BUS BAR,POWER",manufactured,,,False,130,0.00,0.00,0.00,0
5029,4027772,not_started,128K061H01,C,"BUS BAR,INRUSH #1",manufactured,,,False,1,0.00,0.00,0.00,0
5029,4027772,not_started,128K061H01,C,"BUS BAR,INRUSH #1",manufactured,,,False,2,0.00,0.00,0.00,0
5029,4027772,not_started,128K061H01,C,"BUS BAR,INRUSH #1",manufactured,,,False,5,0.00,0.00,0.00,0
5029,4027772,not_started,128K061H01,C,"BUS BAR,INRUSH #1",manufactured,,,False,10,0.00,0.00,0.00,0
5029,4027772,not_started,128K061H01,C,"BUS BAR,INRUSH #1",manufactured,,,False,52,0.00,0.00,0.00,0
5029,4027772,not_started,128K061H01,C,"BUS BAR,INRUSH #1",manufactured,,,False,104,0.00,0.00,0.00,0
5029,4027772,not_started,128K061H01,C,"BUS BAR,INRUSH #1",manufactured,,,False,130,0.00,0.00,0.00,0
5029,4027779,not_started,128K183H01,-,"COVER,REAR,FILTER ASSY",manufactured,,,False,1,0.00,0.00,0.00,0
5029,4027779,not_started,128K183H01,-,"COVER,REAR,FILTER ASSY",manufactured,,,False,2,0.00,0.00,0.00,0
5029,4027779,not_started,128K183H01,-,"COVER,REAR,FILTER ASSY",manufactured,,,False,5,0.00,0.00,0.00,0
5029,4027779,not_started,128K183H01,-,"COVER,REAR,FILTER ASSY",manufactured,,,False,10,0.00,0.00,0.00,0
5029,4027779,not_started,128K183H01,-,"COVER,REAR,FILTER ASSY",manufactured,,,False,52,0.00,0.00,0.00,0
5029,4027779,not_started,128K183H01,-,"COVER,REAR,FILTER ASSY",manufactured,,,False,104,0.00,0.00,0.00,0
5029,4027779,not_started,128K183H01,-,"COVER,REAR,FILTER ASSY",manufactured,,,False,130,0.00,0.00,0.00,0
5029,4027780,not_started,138K512H02,B,"BUS BAR, INPUT RETURN",manufactured,,,False,1,0.00,0.00,0.00,0
5029,4027780,not_started,138K512H02,B,"BUS BAR, INPUT RETURN",manufactured,,,False,2,0.00,0.00,0.00,0
5029,4027780,not_started,138K512H02,B,"BUS BAR, INPUT RETURN",manufactured,,,False,5,0.00,0.00,0.00,0
5029,4027780,not_started,138K512H02,B,"BUS BAR, INPUT RETURN",manufactured,,,False,10,0.00,0.00,0.00,0
5029,4027780,not_started,138K512H02,B,"BUS BAR, INPUT RETURN",manufactured,,,False,52,0.00,0.00,0.00,0
5029,4027780,not_started,138K512H02,B,"BUS BAR, INPUT RETURN",manufactured,,,False,104,0.00,0.00,0.00,0
5029,4027780,not_started,138K512H02,B,"BUS BAR, INPUT RETURN",manufactured,,,False,130,0.00,0.00,0.00,0
5029,4027775,not_started,451R109H01,A,SPACER,manufactured,,,False,1,0.00,0.00,0.00,0
5029,4027775,not_started,451R109H01,A,SPACER,manufactured,,,False,2,0.00,0.00,0.00,0
5029,4027775,not_started,451R109H01,A,SPACER,manufactured,,,False,5,0.00,0.00,0.00,0
5029,4027775,not_started,451R109H01,A,SPACER,manufactured,,,False,10,0.00,0.00,0.00,0
5029,4027775,not_started,451R109H01,A,SPACER,manufactured,,,False,52,0.00,0.00,0.00,0
5029,4027775,not_started,451R109H01,A,SPACER,manufactured,,,False,104,0.00,0.00,0.00,0
5029,4027775,not_started,451R109H01,A,SPACER,manufactured,,,False,130,0.00,0.00,0.00,0
5029,4027777,not_started,817R711H02,B,INJECTOR-EJECTOR,manufactured,,,False,2,0.00,0.00,0.00,0
5029,4027777,not_started,817R711H02,B,INJECTOR-EJECTOR,manufactured,,,False,4,0.00,0.00,0.00,0
5029,4027777,not_started,817R711H02,B,INJECTOR-EJECTOR,manufactured,,,False,10,0.00,0.00,0.00,0
5029,4027777,not_started,817R711H02,B,INJECTOR-EJECTOR,manufactured,,,False,20,0.00,0.00,0.00,0
5029,4027777,not_started,817R711H02,B,INJECTOR-EJECTOR,manufactured,,,False,104,0.00,0.00,0.00,0
5029,4027777,not_started,817R711H02,B,INJECTOR-EJECTOR,manufactured,,,False,208,0.00,0.00,0.00,0
5029,4027777,not_started,817R711H02,B,INJECTOR-EJECTOR,manufactured,,,False,260,0.00,0.00,0.00,0
5029,4027778,not_started,820R120H04,G,"GUIDE,SHEAR PIN,PRECIPITATED",manufactured,,,False,2,0.00,0.00,0.00,0
5029,4027778,not_started,820R120H04,G,"GUIDE,SHEAR PIN,PRECIPITATED",manufactured,,,False,4,0.00,0.00,0.00,0
5029,4027778,not_started,820R120H04,G,"GUIDE,SHEAR PIN,PRECIPITATED",manufactured,,,False,10,0.00,0.00,0.00,0
5029,4027778,not_started,820R120H04,G,"GUIDE,SHEAR PIN,PRECIPITATED",manufactured,,,False,20,0.00,0.00,0.00,0
5029,4027778,not_started,820R120H04,G,"GUIDE,SHEAR PIN,PRECIPITATED",manufactured,,,False,104,0.00,0.00,0.00,0
5029,4027778,not_started,820R120H04,G,"GUIDE,SHEAR PIN,PRECIPITATED",manufactured,,,False,208,0.00,0.00,0.00,0
5029,4027778,not_started,820R120H04,G,"GUIDE,SHEAR PIN,PRECIPITATED",manufactured,,,False,260,0.00,0.00,0.00,0
5033,4032686,no_quote,512-060-150-103,-,Fitting Assy-Airframe-RGB-Outbd,manufactured,,No Quote,False,4,0.00,0.00,0.00,5
5034,4032712,no_quote,512-061-105-101,C,ECU Hold Open Assy,manufactured,,No Quote,False,4,0.00,0.00,0.00,5
5030,4030770,completed,901-005-668-101,,"HOUSING, 1553",manufactured,Aluminum 6061-T6,MS - Mill,True,51,36.14,1843.14,1843.14,55
5031,4031270,no_quote,A0598588,01,"BRACKET, LEACH BLADE, EDGE, PROCESS AREA",manufactured,,No Quote,False,1,0.00,0.00,0.00,5
5031,4031270,no_quote,A0598588,01,"BRACKET, LEACH BLADE, EDGE, PROCESS AREA",manufactured,,No Quote,False,5,0.00,0.00,0.00,5
5031,4031270,no_quote,A0598588,01,"BRACKET, LEACH BLADE, EDGE, PROCESS AREA",manufactured,,No Quote,False,10,0.00,0.00,0.00,5
5031,4031271,no_quote,A0598591,01,"BRACKET, VALVE MOUNT, LEACH BLADE",manufactured,,No Quote,False,1,0.00,0.00,0.00,5
5031,4031271,no_quote,A0598591,01,"BRACKET, VALVE MOUNT, LEACH BLADE",manufactured,,No Quote,False,5,0.00,0.00,0.00,5
5031,4031271,no_quote,A0598591,01,"BRACKET, VALVE MOUNT, LEACH BLADE",manufactured,,No Quote,False,10,0.00,0.00,0.00,5
5035,4032770,no_quote,512-061-118-103,B,Rod End Assembly,manufactured,,NQ - No Capacity,False,2,0.00,0.00,0.00,5
5037,4032881,completed,901-011-355-112,A,SUPPORT ASSY,manufactured,Aluminum 7050-T7451,MS  - Assy,True,6,2120.00,12720.00,15560.00,80
5044,4043691,no_quote,68A333060-2023,G,DOOR,manufactured,,NQ - No Capacity,False,52,0.00,0.00,0.00,5
5046,4048132,no_quote,205-060-802-013,-,FITTING,manufactured,,No Quote,False,1,0.00,0.00,0.00,5
5046,4048132,no_quote,205-060-802-013,-,FITTING,manufactured,,No Quote,False,5,0.00,0.00,0.00,5
5042,4048879,completed,512-075-173-135,-,MOUNT PLATE,manufactured,Aluminum 6013-T4,SM - Piece,True,2,912.00,1824.00,2424.00,48
5040,4039107,no_quote,0022-55925,02,"PUMP PORT OUTER,PRODUCER SE/GT",manufactured,,No Quote,False,1,0.00,0.00,0.00,5
5040,4039107,no_quote,0022-55925,02,"PUMP PORT OUTER,PRODUCER SE/GT",manufactured,,No Quote,False,25,0.00,0.00,0.00,5
5045,4048033,no_quote,111T1524-01,B,PLATE BULK ANODE 1 CFD-IIIM 300MM,manufactured,,No Quote,False,5,0.00,0.00,0.00,5
5045,4048049,no_quote,111T1525-01,B,PLATE BULK ANODE 2 CFD-IIIM 300MM,manufactured,,No Quote,False,5,0.00,0.00,0.00,5
5045,4048050,no_quote,111T1526-01,B,PLATE BULK ANODE 3 CFD-IIIM 300MM,manufactured,,No Quote,False,5,0.00,0.00,0.00,5
5045,4048051,no_quote,111T1527-01,B,PLATE BULK ANODE 4 CFD-IIIM 300MM,manufactured,,No Quote,False,5,0.00,0.00,0.00,5
