quote_number,item_id,workflow_status,part_number,revision,description,type,material,process,is_fully_configured,quantity,unit_price,total_price,total_price_with_add_ons,lead_time
6000,5126303,no_quote,901-032-711-105,G,Fitting Assembly,manufactured,Aluminum 7050-T74511,MS - Mill,True,25,41.64,1041.00,1241.00,8
6000,5126303,no_quote,901-032-711-105,G,Fitting Assembly,manufactured,Aluminum 7050-T74511,MS - Mill,True,54,29.18,1575.72,1575.72,9
6000,5126305,no_quote,901-032-711-106,G,Fitting Assembly,manufactured,Aluminum 7050-T74511,MS - Mill,True,25,41.64,1041.00,1241.00,8
6000,5126305,no_quote,901-032-711-106,G,Fitting Assembly,manufactured,Aluminum 7050-T74511,MS - Mill,True,54,29.18,1575.72,1575.72,9
6000,5126307,no_quote,901-032-712-105,F,Fitting - End Rib,manufactured,Aluminum 7050-T74511,MS - Mill,True,25,41.64,1041.00,1241.00,8
6000,5126307,no_quote,901-032-712-105,F,Fitting - End Rib,manufactured,Aluminum 7050-T74511,MS - Mill,True,54,29.18,1575.72,1575.72,9
6000,5126311,no_quote,901-032-712-106,F,Fitting-End Rib,manufactured,Aluminum 7050-T74511,MS - Mill,True,25,41.64,1041.00,1241.00,8
6000,5126311,no_quote,901-032-712-106,F,Fitting-End Rib,manufactured,Aluminum 7050-T74511,MS - Mill,True,54,29.18,1575.72,1575.72,9
6009,5128239,no_quote,0042-62217,03,,assembled,,NQ - Not a Core Competency,False,5,0.00,0.00,0.00,5
6009,5128239,no_quote,0042-62217,03,,assembled,,NQ - Not a Core Competency,False,10,0.00,0.00,0.00,5
6009,5128239,no_quote,0042-62217,03,,assembled,,NQ - Not a Core Competency,False,15,0.00,0.00,0.00,5
6009,5128239,no_quote,0042-62217,03,,assembled,,NQ - Not a Core Competency,False,30,0.00,0.00,0.00,5
6010,5128405,no_quote,8749859,1,ROD.  DOOR STAY,manufactured,,NQ - Not a Core Competency,False,10,0.00,0.00,0.00,5
6010,5128405,no_quote,8749859,1,ROD.  DOOR STAY,manufactured,,NQ - Not a Core Competency,False,20,0.00,0.00,0.00,5
6010,5128405,no_quote,8749859,1,ROD.  DOOR STAY,manufactured,,NQ - Not a Core Competency,False,30,0.00,0.00,0.00,5
6010,5128406,no_quote,8749860,1,BRACKET 1. DOOR STAY,manufactured,,NQ - Not a Core Competency,False,10,0.00,0.00,0.00,5
6010,5128406,no_quote,8749860,1,BRACKET 1. DOOR STAY,manufactured,,NQ - Not a Core Competency,False,20,0.00,0.00,0.00,5
6010,5128406,no_quote,8749860,1,BRACKET 1. DOOR STAY,manufactured,,NQ - Not a Core Competency,False,30,0.00,0.00,0.00,5
6010,5128407,no_quote,8878781,1,"RETAINING CLIP, MACHINED PART",manufactured,,NQ - Not a Core Competency,False,10,0.00,0.00,0.00,5
6010,5128407,no_quote,8878781,1,"RETAINING CLIP, MACHINED PART",manufactured,,NQ - Not a Core Competency,False,20,0.00,0.00,0.00,5
6010,5128407,no_quote,8878781,1,"RETAINING CLIP, MACHINED PART",manufactured,,NQ - Not a Core Competency,False,30,0.00,0.00,0.00,5
6010,5128408,no_quote,8878818,1,BRACKET 2. DOOR STAY,manufactured,,NQ - Not a Core Competency,False,10,0.00,0.00,0.00,5
6010,5128408,no_quote,8878818,1,BRACKET 2. DOOR STAY,manufactured,,NQ - Not a Core Competency,False,20,0.00,0.00,0.00,5
6010,5128408,no_quote,8878818,1,BRACKET 2. DOOR STAY,manufactured,,NQ - Not a Core Competency,False,30,0.00,0.00,0.00,5
6015,5141955,completed,0022-47216,02,"CLAMP, CABLE TUBE, DUAL SIDE WAFER POLIS",manufactured,Aluminum 6061-T6,MS - Mill,True,25,75.28,1882.00,2682.00,40
6016,5142471,completed,1244K5289,A,SPACER,manufactured,Carbon Steel A1018,MS - Mill,True,200,43.98,8796.00,10446.00,50
6019,5145036,completed,0021-64422,03,,manufactured,Aluminum 6061-T6,SM - Piece,False,10,315.76,3157.60,3157.60,17
6014,5138832,completed,024-739721-716,3,"WELDMENT, FRAME, CABINET, 600W",assembled,CRS,SM - Assy,True,1,3950.00,3950.00,5050.00,40
6014,5138832,completed,024-739721-716,3,"WELDMENT, FRAME, CABINET, 600W",assembled,CRS,SM - Assy,True,5,1870.00,9350.00,10450.00,40
6014,5138832,completed,024-739721-716,3,"WELDMENT, FRAME, CABINET, 600W",assembled,CRS,SM - Assy,True,10,1610.00,16100.00,17200.00,40
6014,5138833,completed,024-739723-EAW,3,"WELDMENT, FRAME, CABINET, 800W",assembled,CRS,SM - Assy,True,1,4010.00,4010.00,5110.00,40
6014,5138833,completed,024-739723-EAW,3,"WELDMENT, FRAME, CABINET, 800W",assembled,CRS,SM - Assy,True,5,1970.00,9850.00,10950.00,40
6014,5138833,completed,024-739723-EAW,3,"WELDMENT, FRAME, CABINET, 800W",assembled,CRS,SM - Assy,True,10,1720.00,17200.00,18300.00,40
6014,5138834,completed,024-739721-EAW,3,"WELDMENT, FRAME, CABINET, 600W",assembled,CRS,SM - Assy,True,1,3930.00,3930.00,5030.00,40
6014,5138834,completed,024-739721-EAW,3,"WELDMENT, FRAME, CABINET, 600W",assembled,CRS,SM - Assy,True,5,1910.00,9550.00,10650.00,40
6014,5138834,completed,024-739721-EAW,3,"WELDMENT, FRAME, CABINET, 600W",assembled,CRS,SM - Assy,True,10,1650.00,16500.00,17600.00,40
6018,5142959,completed,0040-61041,13,,assembled,,SM - Assy,False,1,5320.00,5320.00,8020.00,34
6018,5142959,completed,0040-61041,13,,assembled,,SM - Assy,False,10,2320.00,23200.00,25900.00,46
6018,5142960,completed,0040-61042,08,,assembled,Aluminum 5052-H32,SM - Assy,False,1,3120.00,3120.00,4520.00,31
6018,5142960,completed,0040-61042,08,,assembled,Aluminum 5052-H32,SM - Assy,False,10,1180.00,11800.00,13200.00,38
6020,5146157,not_started,E170053840,,"COVER,STANDARD,14&quot; 1/2 RACK CHASSIS",manufactured,,,False,1,0.00,0.00,0.00,0
6020,5146157,not_started,E170053840,,"COVER,STANDARD,14&quot; 1/2 RACK CHASSIS",manufactured,,,False,3,0.00,0.00,0.00,0
6020,5146157,not_started,E170053840,,"COVER,STANDARD,14&quot; 1/2 RACK CHASSIS",manufactured,,,False,5,0.00,0.00,0.00,0
6020,5146157,not_started,E170053840,,"COVER,STANDARD,14&quot; 1/2 RACK CHASSIS",manufactured,,,False,10,0.00,0.00,0.00,0
6020,5146157,not_started,E170053840,,"COVER,STANDARD,14&quot; 1/2 RACK CHASSIS",manufactured,,,False,20,0.00,0.00,0.00,0
6020,5146157,not_started,E170053840,,"COVER,STANDARD,14&quot; 1/2 RACK CHASSIS",manufactured,,,False,50,0.00,0.00,0.00,0
6020,5146157,not_started,E170053840,,"COVER,STANDARD,14&quot; 1/2 RACK CHASSIS",manufactured,,,False,90,0.00,0.00,0.00,0
6020,5146157,not_started,E170053840,,"COVER,STANDARD,14&quot; 1/2 RACK CHASSIS",manufactured,,,False,180,0.00,0.00,0.00,0
6020,5146158,not_started,E170384890,,"CHASSIS, 64 CHANNEL I/V",manufactured,,,False,1,0.00,0.00,0.00,0
6020,5146158,not_started,E170384890,,"CHASSIS, 64 CHANNEL I/V",manufactured,,,False,3,0.00,0.00,0.00,0
6020,5146158,not_started,E170384890,,"CHASSIS, 64 CHANNEL I/V",manufactured,,,False,5,0.00,0.00,0.00,0
6020,5146158,not_started,E170384890,,"CHASSIS, 64 CHANNEL I/V",manufactured,,,False,10,0.00,0.00,0.00,0
6020,5146158,not_started,E170384890,,"CHASSIS, 64 CHANNEL I/V",manufactured,,,False,20,0.00,0.00,0.00,0
6020,5146158,not_started,E170384890,,"CHASSIS, 64 CHANNEL I/V",manufactured,,,False,50,0.00,0.00,0.00,0
6020,5146158,not_started,E170384890,,"CHASSIS, 64 CHANNEL I/V",manufactured,,,False,60,0.00,0.00,0.00,0
6020,5146158,not_started,E170384890,,"CHASSIS, 64 CHANNEL I/V",manufactured,,,False,125,0.00,0.00,0.00,0
6020,5146159,not_started,E170391280,,"FRONT PANEL,64 CHANNEL I/V",manufactured,,,False,1,0.00,0.00,0.00,0
6020,5146159,not_started,E170391280,,"FRONT PANEL,64 CHANNEL I/V",manufactured,,,False,3,0.00,0.00,0.00,0
6020,5146159,not_started,E170391280,,"FRONT PANEL,64 CHANNEL I/V",manufactured,,,False,5,0.00,0.00,0.00,0
6020,5146159,not_started,E170391280,,"FRONT PANEL,64 CHANNEL I/V",manufactured,,,False,10,0.00,0.00,0.00,0
6020,5146159,not_started,E170391280,,"FRONT PANEL,64 CHANNEL I/V",manufactured,,,False,20,0.00,0.00,0.00,0
6020,5146159,not_started,E170391280,,"FRONT PANEL,64 CHANNEL I/V",manufactured,,,False,50,0.00,0.00,0.00,0
6020,5146159,not_started,E170391280,,"FRONT PANEL,64 CHANNEL I/V",manufactured,,,False,60,0.00,0.00,0.00,0
6020,5146159,not_started,E170391280,,"FRONT PANEL,64 CHANNEL I/V",manufactured,,,False,125,0.00,0.00,0.00,0
6020,5146160,not_started,E17219160,,"CHASSIS, SOURCE ISOLATION CONTROLLER",manufactured,,,False,1,0.00,0.00,0.00,0
6020,5146160,not_started,E17219160,,"CHASSIS, SOURCE ISOLATION CONTROLLER",manufactured,,,False,3,0.00,0.00,0.00,0
6020,5146160,not_started,E17219160,,"CHASSIS, SOURCE ISOLATION CONTROLLER",manufactured,,,False,5,0.00,0.00,0.00,0
6020,5146160,not_started,E17219160,,"CHASSIS, SOURCE ISOLATION CONTROLLER",manufactured,,,False,10,0.00,0.00,0.00,0
6020,5146160,not_started,E17219160,,"CHASSIS, SOURCE ISOLATION CONTROLLER",manufactured,,,False,20,0.00,0.00,0.00,0
6020,5146160,not_started,E17219160,,"CHASSIS, SOURCE ISOLATION CONTROLLER",manufactured,,,False,50,0.00,0.00,0.00,0
6020,5146160,not_started,E17219160,,"CHASSIS, SOURCE ISOLATION CONTROLLER",manufactured,,,False,90,0.00,0.00,0.00,0
6020,5146160,not_started,E17219160,,"CHASSIS, SOURCE ISOLATION CONTROLLER",manufactured,,,False,180,0.00,0.00,0.00,0
6020,5146161,not_started,E17219170,,"PANEL, REAR, SOURCE ISOLATION CONTROLLER",manufactured,,,False,1,0.00,0.00,0.00,0
6020,5146161,not_started,E17219170,,"PANEL, REAR, SOURCE ISOLATION CONTROLLER",manufactured,,,False,3,0.00,0.00,0.00,0
6020,5146161,not_started,E17219170,,"PANEL, REAR, SOURCE ISOLATION CONTROLLER",manufactured,,,False,5,0.00,0.00,0.00,0
6020,5146161,not_started,E17219170,,"PANEL, REAR, SOURCE ISOLATION CONTROLLER",manufactured,,,False,10,0.00,0.00,0.00,0
6020,5146161,not_started,E17219170,,"PANEL, REAR, SOURCE ISOLATION CONTROLLER",manufactured,,,False,20,0.00,0.00,0.00,0
6020,5146161,not_started,E17219170,,"PANEL, REAR, SOURCE ISOLATION CONTROLLER",manufactured,,,False,50,0.00,0.00,0.00,0
6020,5146161,not_started,E17219170,,"PANEL, REAR, SOURCE ISOLATION CONTROLLER",manufactured,,,False,90,0.00,0.00,0.00,0
6020,5146161,not_started,E17219170,,"PANEL, REAR, SOURCE ISOLATION CONTROLLER",manufactured,,,False,180,0.00,0.00,0.00,0
6020,5146162,not_started,E17219180,,"PANEL, FRONT,",manufactured,,,False,1,0.00,0.00,0.00,0
6020,5146162,not_started,E17219180,,"PANEL, FRONT,",manufactured,,,False,3,0.00,0.00,0.00,0
6020,5146162,not_started,E17219180,,"PANEL, FRONT,",manufactured,,,False,5,0.00,0.00,0.00,0
6020,5146162,not_started,E17219180,,"PANEL, FRONT,",manufactured,,,False,10,0.00,0.00,0.00,0
6020,5146162,not_started,E17219180,,"PANEL, FRONT,",manufactured,,,False,20,0.00,0.00,0.00,0
6020,5146162,not_started,E17219180,,"PANEL, FRONT,",manufactured,,,False,50,0.00,0.00,0.00,0
6020,5146162,not_started,E17219180,,"PANEL, FRONT,",manufactured,,,False,90,0.00,0.00,0.00,0
6020,5146162,not_started,E17219180,,"PANEL, FRONT,",manufactured,,,False,180,0.00,0.00,0.00,0
6020,5146163,not_started,E17894421,,"TOP COVER, 64 CHANNEL I/V",manufactured,,,False,1,0.00,0.00,0.00,0
6020,5146163,not_started,E17894421,,"TOP COVER, 64 CHANNEL I/V",manufactured,,,False,3,0.00,0.00,0.00,0
6020,5146163,not_started,E17894421,,"TOP COVER, 64 CHANNEL I/V",manufactured,,,False,5,0.00,0.00,0.00,0
6020,5146163,not_started,E17894421,,"TOP COVER, 64 CHANNEL I/V",manufactured,,,False,10,0.00,0.00,0.00,0
6020,5146163,not_started,E17894421,,"TOP COVER, 64 CHANNEL I/V",manufactured,,,False,20,0.00,0.00,0.00,0
6020,5146163,not_started,E17894421,,"TOP COVER, 64 CHANNEL I/V",manufactured,,,False,50,0.00,0.00,0.00,0
6020,5146163,not_started,E17894421,,"TOP COVER, 64 CHANNEL I/V",manufactured,,,False,60,0.00,0.00,0.00,0
6020,5146163,not_started,E17894421,,"TOP COVER, 64 CHANNEL I/V",manufactured,,,False,125,0.00,0.00,0.00,0
6012,5138769,completed,901-075-820-105,H,CONDUIT,manufactured,,MS - Mill,False,1,9244.00,9244.00,9244.00,80
6012,5138769,completed,901-075-820-105,H,CONDUIT,manufactured,,MS - Mill,False,6,2092.00,12552.00,12552.00,80
6012,5138769,completed,901-075-820-105,H,CONDUIT,manufactured,,MS - Mill,False,14,1690.00,23660.00,23660.00,80
6012,5138769,completed,901-075-820-105,H,CONDUIT,manufactured,,MS - Mill,False,20,1323.00,26460.00,26460.00,80
6012,5138769,completed,901-075-820-105,H,CONDUIT,manufactured,,MS - Mill,False,40,1207.00,48280.00,48280.00,80
6012,5138769,completed,901-075-820-105,H,CONDUIT,manufactured,,MS - Mill,False,60,1157.00,69420.00,69420.00,80
6012,5138769,completed,901-075-820-105,H,CONDUIT,manufactured,,MS - Mill,False,100,1135.00,113500.00,113500.00,80
6012,5138770,completed,901-075-820-106,H,CONDUIT,manufactured,,MS - Mill,False,1,9244.00,9244.00,9244.00,80
6012,5138770,completed,901-075-820-106,H,CONDUIT,manufactured,,MS - Mill,False,6,2092.00,12552.00,12552.00,80
6012,5138770,completed,901-075-820-106,H,CONDUIT,manufactured,,MS - Mill,False,14,1690.00,23660.00,23660.00,80
6012,5138770,completed,901-075-820-106,H,CONDUIT,manufactured,,MS - Mill,False,20,1323.00,26460.00,26460.00,80
6012,5138770,completed,901-075-820-106,H,CONDUIT,manufactured,,MS - Mill,False,40,1207.00,48280.00,48280.00,80
6012,5138770,completed,901-075-820-106,H,CONDUIT,manufactured,,MS - Mill,False,60,11.57,694.20,694.20,80
6012,5138770,completed,901-075-820-106,H,CONDUIT,manufactured,,MS - Mill,False,100,1135.00,113500.00,113500.00,80
6022,5147571,completed,6259601,A,HEATSINK,manufactured,Aluminum 5052-H32,SM - Piece (combo),True,5,153.00,765.00,765.00,50
6022,5147571,completed,6259601,A,HEATSINK,manufactured,Aluminum 5052-H32,SM - Piece (combo),True,10,120.00,1200.00,1200.00,50
6021,5147332,completed,0023-03749,02,"PLATE , MOUNTING , AMPLIFIER , IR SENSOR",manufactured,Aluminum 5052-H32,SM - Piece,True,1,557.00,557.00,1157.00,29
6021,5147332,completed,0023-03749,02,"PLATE , MOUNTING , AMPLIFIER , IR SENSOR",manufactured,Aluminum 5052-H32,SM - Piece,True,2,287.00,574.00,1174.00,29
6021,5147332,completed,0023-03749,02,"PLATE , MOUNTING , AMPLIFIER , IR SENSOR",manufactured,Aluminum 5052-H32,SM - Piece,True,4,151.00,604.00,1204.00,29
6021,5147332,completed,0023-03749,02,"PLATE , MOUNTING , AMPLIFIER , IR SENSOR",manufactured,Aluminum 5052-H32,SM - Piece,True,5,124.00,620.00,1220.00,29
6021,5147332,completed,0023-03749,02,"PLATE , MOUNTING , AMPLIFIER , IR SENSOR",manufactured,Aluminum 5052-H32,SM - Piece,True,8,83.13,665.04,1265.04,29
6021,5179420,completed,0042-80047,02,"STOP, EXTENSION, SWEEP
HEAD",manufactured,Aluminum 6061-T6,MS - Mill,True,1,1040.00,1040.00,1840.00,40
6021,5179420,completed,0042-80047,02,"STOP, EXTENSION, SWEEP
HEAD",manufactured,Aluminum 6061-T6,MS - Mill,True,2,546.00,1092.00,1892.00,40
6021,5179420,completed,0042-80047,02,"STOP, EXTENSION, SWEEP
HEAD",manufactured,Aluminum 6061-T6,MS - Mill,True,4,303.00,1212.00,2012.00,41
6021,5179420,completed,0042-80047,02,"STOP, EXTENSION, SWEEP
HEAD",manufactured,Aluminum 6061-T6,MS - Mill,True,5,254.00,1270.00,2070.00,41
6021,5179420,completed,0042-80047,02,"STOP, EXTENSION, SWEEP
HEAD",manufactured,Aluminum 6061-T6,MS - Mill,True,8,181.00,1448.00,2248.00,41
6023,5147648,completed,0021-26916,03,END POINT/VIEW PORT WINDOWIN PRODUCER ETCH,manufactured,Aluminum 6061-T6,MS - Mill,True,1,1660.00,1660.00,3360.00,45
6023,5147648,completed,0021-26916,03,END POINT/VIEW PORT WINDOWIN PRODUCER ETCH,manufactured,Aluminum 6061-T6,MS - Mill,True,5,514.00,2570.00,4270.00,46
6023,5147648,completed,0021-26916,03,END POINT/VIEW PORT WINDOWIN PRODUCER ETCH,manufactured,Aluminum 6061-T6,MS - Mill,True,10,371.00,3710.00,5410.00,47
6023,5147648,completed,0021-26916,03,END POINT/VIEW PORT WINDOWIN PRODUCER ETCH,manufactured,Aluminum 6061-T6,MS - Mill,True,15,324.00,4860.00,6560.00,48
6023,5147648,completed,0021-26916,03,END POINT/VIEW PORT WINDOWIN PRODUCER ETCH,manufactured,Aluminum 6061-T6,MS - Mill,True,25,288.00,7200.00,8900.00,50
6024,5169088,no_quote,0042-11336,02,"BLOCK, 1-1/8 SM, STANDARD VCR INLET, WE",assembled,,NQ - Not a Core Competency,False,1,0.00,0.00,0.00,5
6024,5169088,no_quote,0042-11336,02,"BLOCK, 1-1/8 SM, STANDARD VCR INLET, WE",assembled,,NQ - Not a Core Competency,False,5,0.00,0.00,0.00,5
6024,5169088,no_quote,0042-11336,02,"BLOCK, 1-1/8 SM, STANDARD VCR INLET, WE",assembled,,NQ - Not a Core Competency,False,10,0.00,0.00,0.00,5
6028,5152509,no_quote,74A183265-2003,A,DOUBLER,manufactured,,,False,53,0.00,0.00,0.00,0
6028,5152510,no_quote,74A183265-2004,A,DOUBLER,manufactured,,,False,53,0.00,0.00,0.00,0
6032,5156756,completed,512-030-401-285,-,MLG UP STOP ASSY - LH,manufactured,,,False,3,2889.00,8667.00,11507.00,70
6026,5148592,completed,13055207,_,HEAT SINK,manufactured,Aluminum 6061-T6,MS - Mill,True,65,173.00,11245.00,11245.00,60
6026,5148593,completed,13055820,-,"PLATE, END",manufactured,Aluminum 6061-T6,MS - Mill,True,170,89.26,15174.20,15174.20,60
6026,5148594,completed,13055309,A,SHIM,manufactured,,,False,60,33.56,2013.60,2013.60,50
6026,5148595,completed,13055176,_,"PLATE, BOTTOM",manufactured,Aluminum 6061-T6,SM - Piece,True,85,36.11,3069.35,3069.35,50
6026,5148596,completed,13055179,A,"COVER, CAPACITOR",manufactured,Aluminum 6061-T6,SM - Piece,True,85,40.40,3434.00,3434.00,50
6026,5148597,completed,13055255,-,"TAB, MOUNTING",manufactured,Stainless Steel 17-4,MS - Mill,True,60,112.00,6720.00,6720.00,60
6026,5148598,completed,13055256,_,TAB MOUNTING,manufactured,Stainless Steel 17-4,MS - Mill,True,60,112.00,6720.00,6720.00,60
6026,5148599,completed,13055200,_,"BRACKET, MOUNTING",manufactured,Aluminum 6061-T6,MS - Mill,True,115,45.66,5250.90,5250.90,47
6026,5148600,completed,13055310,_,TAB MOUNTING,manufactured,Aluminum 6061-T6,MS - Mill,True,60,46.37,2782.20,2782.20,50
6026,5148601,completed,13055349,_,BAR,manufactured,Copper,MS - Mill,True,85,37.18,3160.30,3160.30,50
6026,5148602,completed,13055167,_,SHIM,manufactured,,,False,85,24.03,2042.55,2042.55,50
6027,5152024,completed,436W5512-92B,-,SPLICE PLATE SHEAR TIE,manufactured,,,False,2,0.00,0.00,0.00,0
6027,5152024,completed,436W5512-92B,-,SPLICE PLATE SHEAR TIE,manufactured,,,False,8,0.00,0.00,0.00,0
6027,5152024,completed,436W5512-92B,-,SPLICE PLATE SHEAR TIE,manufactured,,,False,10,0.00,0.00,0.00,0
6027,5152024,completed,436W5512-92B,-,SPLICE PLATE SHEAR TIE,manufactured,,,False,18,0.00,0.00,0.00,0
6027,5152025,completed,436W5512-91B,-,SPLICE PLATE SHEAR TIE,manufactured,,,False,2,0.00,0.00,0.00,0
6027,5152025,completed,436W5512-91B,-,SPLICE PLATE SHEAR TIE,manufactured,,,False,8,0.00,0.00,0.00,0
6027,5152025,completed,436W5512-91B,-,SPLICE PLATE SHEAR TIE,manufactured,,,False,10,0.00,0.00,0.00,0
6027,5152025,completed,436W5512-91B,-,SPLICE PLATE SHEAR TIE,manufactured,,,False,18,0.00,0.00,0.00,0
6027,5152026,completed,437W5710-5B,B,T EXTRUSION - TROLLEY GUIDE,manufactured,,,False,1,0.00,0.00,0.00,0
6027,5152026,completed,437W5710-5B,B,T EXTRUSION - TROLLEY GUIDE,manufactured,,,False,4,0.00,0.00,0.00,0
6027,5152026,completed,437W5710-5B,B,T EXTRUSION - TROLLEY GUIDE,manufactured,,,False,5,0.00,0.00,0.00,0
6027,5152026,completed,437W5710-5B,B,T EXTRUSION - TROLLEY GUIDE,manufactured,,,False,9,0.00,0.00,0.00,0
6029,5152622,no_quote,DA537A0283-501,A,FINGER STOCK,manufactured,,No Quote,False,5,0.00,0.00,0.00,5
6029,5152622,no_quote,DA537A0283-501,A,FINGER STOCK,manufactured,,No Quote,False,6,0.00,0.00,0.00,5
6031,5156705,completed,512-030-800-043,B,"FITTING ASSY, FWD UPPER - SLIDING DOOR",manufactured,Aluminum 7050-T7451,MS - Mill,True,2,2567.00,5134.00,8964.00,60
6033,5156836,completed,512-030-401-286,0,MLG UP STOP ASSY - RH,manufactured,,,False,3,2508.00,7524.00,10364.00,70
6037,5157509,completed,512-030-800-120,-,FITTING ASSY RH AFT LWR - SLIDING DOOR,manufactured,,,False,2,0.00,0.00,0.00,0
6035,5157322,no_quote,512-030-800-047,D,FITTING ASSY FWD LOWER - SLIDING DOOR,manufactured,,,False,2,0.00,0.00,0.00,0
6042,5169248,no_quote,512-012-030-101,A,BOLT CF BEARING,manufactured,,,False,26,0.00,0.00,0.00,0
6036,5157416,completed,512-030-800-046,A,FITTING ASSY RH AFT UPPER - SLIDING DOO,manufactured,,,False,2,2567.00,5134.00,6094.00,60
6038,5157566,no_quote,204-030-666-043,AH,WINDSHIELD ASSY,manufactured,,,False,2,0.00,0.00,0.00,0
6025,5147793,completed,A0477583,04,MAGNET SEAL TOP OVERLAP 300MM,manufactured,Stainless Steel 304L,MS - Mill,True,1,1230.00,1230.00,3030.00,35
6025,5147793,completed,A0477583,04,MAGNET SEAL TOP OVERLAP 300MM,manufactured,Stainless Steel 304L,MS - Mill,True,10,330.00,3300.00,5100.00,36
